id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
1924,https://github.com/motdotla/dotenv,https://github.com/boa-dev/boa,0.17531687997,0.82468312003,19.4k,861,109,87,4.5,4.0,4.0,4.5,5.4k,411,47,177,4.5,4.8,4.2,4.0
1925,https://github.com/motdotla/dotenv,https://github.com/inikulin/parse5,0.69580307905,0.30419692095,19.4k,861,109,87,4.5,4.0,4.0,4.5,3.7k,238,43,38,4.5,4.8,3.5,4.0
1926,https://github.com/motdotla/dotenv,https://github.com/ethers-io/ethers.js,0.18366289694,0.81633710306,19.4k,861,109,87,4.5,4.0,4.0,4.5,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
1927,https://github.com/motdotla/dotenv,https://github.com/formatjs/formatjs,0.17306052855,0.82693947145,19.4k,861,109,87,4.5,4.0,4.0,4.5,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
1928,https://github.com/motdotla/dotenv,https://github.com/mmcloughlin/addchain,0.00546991546,0.99453008454,19.4k,861,109,87,4.5,4.0,4.0,4.5,188,14,7,2,4.5,4.8,3.5,3.8
1929,https://github.com/motdotla/dotenv,https://github.com/kaelzhang/node-ignore,0.97026101840,0.02973898160,19.4k,861,109,87,4.5,4.0,4.0,4.5,454,47,10,20,4.5,4.0,3.5,3.0
1931,https://github.com/motdotla/dotenv,https://github.com/biomejs/biome,0.08447027694,0.91552972306,19.4k,861,109,87,4.5,4.0,4.0,4.5,16.5k,512,52,478,4.5,4.8,4.2,4.0
1932,https://github.com/motdotla/dotenv,https://github.com/fastify/fastify,0.18446856077,0.81553143923,19.4k,861,109,87,4.5,4.0,4.0,4.5,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
1933,https://github.com/motdotla/dotenv,https://github.com/alexeyraspopov/picocolors,0.85714285710,0.14285714290,19.4k,861,109,87,4.5,4.0,4.0,4.5,1.4k,45,10,13,4.5,4.0,3.5,4.0
1935,https://github.com/pion/webrtc,https://github.com/motdotla/dotenv,0.84739395547,0.15260604453,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,19.4k,861,109,87,4.5,4.0,4.0,4.5
1936,https://github.com/pion/webrtc,https://github.com/chzyer/readline,0.96380346544,0.03619653456,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,2.1k,280,41,38,4.0,4.5,3.5,3.0
1938,https://github.com/pion/webrtc,https://github.com/emotion-js/emotion,0.35128559247,0.64871440753,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
1939,https://github.com/pion/webrtc,https://github.com/dcodeio/long.js,0.07533869448,0.92466130552,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,892,206,23,17,4.5,4.0,3.5,3.0
1940,https://github.com/pion/webrtc,https://github.com/lukeed/polka,0.61716896361,0.38283103639,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,5.4k,173,69,13,4.5,4.0,3.5,4.0
1941,https://github.com/pion/webrtc,https://github.com/cssnano/cssnano,0.81261448030,0.18738551970,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,4.8k,319,49,109,4.5,4.0,4.0,4.0
1943,https://github.com/pion/webrtc,https://github.com/level/levelup,0.87701707118,0.12298292882,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,4.1k,267,91,42,4.5,4.0,3.5,3.0
1944,https://github.com/pion/webrtc,https://github.com/ajv-validator/ajv,0.31873639016,0.68126360984,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,14k,886,112,207,4.5,4.8,4.2,4.0
1945,https://github.com/pion/webrtc,https://github.com/babel/babel,0.02036510040,0.97963489960,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
1947,https://github.com/pion/webrtc,https://github.com/eslint/eslint,0.01975166768,0.98024833232,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
1948,https://github.com/pion/webrtc,https://github.com/debug-js/debug,0.52471166106,0.47528833894,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,11.2k,945,139,116,4.5,4.0,4.0,4.0
1950,https://github.com/pion/webrtc,https://github.com/mafintosh/pump,0.01248257071,0.98751742929,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,910,59,7,7,4.0,3.5,3.0,3.5
1952,https://github.com/pion/webrtc,https://github.com/gregberge/svgr,0.57322444158,0.42677555842,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,10.6k,425,35,132,4.5,4.8,4.2,4.0
1954,https://github.com/pion/webrtc,https://github.com/mochajs/mocha,0.11940755865,0.88059244135,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,22.7k,3k,398,503,4.5,4.0,4.5,4.0
1955,https://github.com/pion/webrtc,https://github.com/immerjs/immer,0.78281094217,0.21718905783,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,28k,852,155,188,4.5,4.8,4.2,4.0
1956,https://github.com/pion/webrtc,https://github.com/mozilla/source-map,0.79841897230,0.20158102770,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,3.6k,361,70,85,4.5,4.0,3.5,4.0
1958,https://github.com/pion/webrtc,https://github.com/floating-ui/floating-ui,0.41129775738,0.58870224262,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
1959,https://github.com/pion/webrtc,https://github.com/node-fetch/node-fetch,0.71118968221,0.28881031779,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,8.8k,1k,89,119,4.5,4.0,4.0,4.0
1960,https://github.com/pion/webrtc,https://github.com/mattn/go-isatty,0.74839019498,0.25160980502,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,845,108,12,29,4.0,3.5,3.0,3.5
1962,https://github.com/pion/webrtc,https://github.com/clap-rs/clap,0.56246338559,0.43753661441,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
1969,https://github.com/pion/webrtc,https://github.com/brooooooklyn/snappy,0.99881093940,0.00118906060,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,168,10,4,6,4.0,4.5,3.5,3.0
1970,https://github.com/pion/webrtc,https://github.com/import-js/eslint-plugin-import,0.51891742890,0.48108257110,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
1971,https://github.com/pion/webrtc,https://github.com/mysticatea/abort-controller,0.14383561640,0.85616438360,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,305,36,8,5,4.0,3.5,3.0,3.5
1972,https://github.com/pion/webrtc,https://github.com/coinbase/coinbase-wallet-sdk,0.00924702774,0.99075297226,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,1.5k,601,171,52,4.5,4.0,3.5,4.0
1974,https://github.com/pion/webrtc,https://github.com/humanwhocodes/object-schema,0.33968285760,0.66031714240,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,32,7,2,3,4.0,3.5,2.5,3.0
1975,https://github.com/pion/webrtc,https://github.com/boa-dev/boa,0.46849650016,0.53150349984,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,5.4k,411,47,177,4.5,4.8,4.2,4.0
1976,https://github.com/pion/webrtc,https://github.com/pandas-dev/pandas,0.04364756343,0.95635243657,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6
1977,https://github.com/pion/webrtc,https://github.com/inikulin/parse5,0.93167701865,0.06832298135,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,3.7k,238,43,38,4.5,4.8,3.5,4.0
1978,https://github.com/pion/webrtc,https://github.com/ethers-io/ethers.js,0.49462365590,0.50537634410,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
1981,https://github.com/pion/webrtc,https://github.com/mmcloughlin/addchain,0.02912621359,0.97087378641,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,188,14,7,2,4.5,4.8,3.5,3.8
1982,https://github.com/pion/webrtc,https://github.com/kaelzhang/node-ignore,0.99337748340,0.00662251660,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,454,47,10,20,4.5,4.0,3.5,3.0
1983,https://github.com/pion/webrtc,https://github.com/google/flatbuffers,0.06250000000,0.93750000000,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3,23.6k,3.3k,644,650,4.5,4.8,4.2,4.0
1985,https://github.com/postcss/postcss,https://github.com/motdotla/dotenv,0.91498187285,0.08501812715,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
1986,https://github.com/postcss/postcss,https://github.com/pion/webrtc,0.55427748030,0.44572251970,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3
1987,https://github.com/postcss/postcss,https://github.com/chzyer/readline,0.93180130430,0.06819869570,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
1988,https://github.com/postcss/postcss,https://github.com/facebook/react,0.78637550465,0.21362449535,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
1990,https://github.com/postcss/postcss,https://github.com/dcodeio/long.js,0.14770372085,0.85229627915,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,892,206,23,17,4.5,4.0,3.5,3.0
1991,https://github.com/postcss/postcss,https://github.com/lukeed/polka,0.57474168060,0.42525831940,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
1992,https://github.com/postcss/postcss,https://github.com/pnpm/cmd-shim,0.24826677902,0.75173322098,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,14,11,5,Not provided,3.5,3.0,2.5,3.0
1995,https://github.com/postcss/postcss,https://github.com/level/levelup,0.90072343631,0.09927656369,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
1997,https://github.com/postcss/postcss,https://github.com/babel/babel,0.04289888625,0.95710111375,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
1998,https://github.com/postcss/postcss,https://github.com/jedisct1/go-minisign,0.58857384347,0.41142615653,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,113,12,5,3,3.5,3.0,2.5,3.0
1999,https://github.com/postcss/postcss,https://github.com/eslint/eslint,0.04721482460,0.95278517540,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2001,https://github.com/postcss/postcss,https://github.com/electron/electron,0.42794556948,0.57205443052,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2002,https://github.com/postcss/postcss,https://github.com/mafintosh/pump,0.16201596803,0.83798403197,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,910,59,7,7,4.0,3.5,3.0,3.5
2004,https://github.com/postcss/postcss,https://github.com/gregberge/svgr,0.56258326484,0.43741673516,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,10.6k,425,35,132,4.5,4.8,4.2,4.0
2005,https://github.com/postcss/postcss,https://github.com/mikemcl/bignumber.js,0.88714813343,0.11285186657,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,6.7k,744,83,35,4.5,4.8,4.0,4.2
2006,https://github.com/postcss/postcss,https://github.com/mochajs/mocha,0.19977592867,0.80022407133,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2007,https://github.com/postcss/postcss,https://github.com/immerjs/immer,0.80326273594,0.19673726406,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
2008,https://github.com/postcss/postcss,https://github.com/mozilla/source-map,0.93662193335,0.06337806665,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,3.6k,361,70,85,4.5,4.0,3.5,4.0
2009,https://github.com/postcss/postcss,https://github.com/browserslist/browserslist,0.57970347037,0.42029652963,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2012,https://github.com/postcss/postcss,https://github.com/mattn/go-isatty,0.76248510555,0.23751489445,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,845,108,12,29,4.0,3.5,3.0,3.5
2014,https://github.com/postcss/postcss,https://github.com/clap-rs/clap,0.68306052886,0.31693947114,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2015,https://github.com/postcss/postcss,https://github.com/fb55/entities,0.00971463267,0.99028536734,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,331,64,5,23,4.5,4.0,3.5,4.0
2016,https://github.com/postcss/postcss,https://github.com/ljharb/qs,0.49716613712,0.50283386288,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,8.6k,735,67,64,4.5,4.0,3.5,4.0
2017,https://github.com/postcss/postcss,https://github.com/epoberezkin/fast-deep-equal,0.25024888576,0.74975111424,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2018,https://github.com/postcss/postcss,https://github.com/axios/axios,0.45527193485,0.54472806515,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2019,https://github.com/postcss/postcss,https://github.com/numpy/numpy,0.15048532122,0.84951467878,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,28.6k,10.3k,599,"1,718",4.5,4.8,4.7,4.3
2021,https://github.com/postcss/postcss,https://github.com/brooooooklyn/snappy,0.76673314790,0.23326685210,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,168,10,4,6,4.0,4.5,3.5,3.0
2022,https://github.com/postcss/postcss,https://github.com/import-js/eslint-plugin-import,0.72345087212,0.27654912788,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
2023,https://github.com/postcss/postcss,https://github.com/mysticatea/abort-controller,0.10586552220,0.89413447780,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,305,36,8,5,4.0,3.5,3.0,3.5
2024,https://github.com/postcss/postcss,https://github.com/coinbase/coinbase-wallet-sdk,0.00653479336,0.99346520664,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
2027,https://github.com/postcss/postcss,https://github.com/boa-dev/boa,0.70725358902,0.29274641098,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2028,https://github.com/postcss/postcss,https://github.com/pandas-dev/pandas,0.20555867466,0.79444132534,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6
2029,https://github.com/postcss/postcss,https://github.com/inikulin/parse5,0.98670415604,0.01329584396,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
2030,https://github.com/postcss/postcss,https://github.com/ethers-io/ethers.js,0.81872157890,0.18127842110,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2032,https://github.com/postcss/postcss,https://github.com/formatjs/formatjs,0.83945285120,0.16054714880,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
2033,https://github.com/postcss/postcss,https://github.com/mmcloughlin/addchain,0.09616775127,0.90383224873,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,188,14,7,2,4.5,4.8,3.5,3.8
2036,https://github.com/postcss/postcss,https://github.com/biomejs/biome,0.39887991953,0.60112008047,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2037,https://github.com/postcss/postcss,https://github.com/fastify/fastify,0.65770216843,0.34229783157,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0,32.8k,2.3k,299,772,4.5,4.8,4.7,4.3
2039,https://github.com/babel/babel,https://github.com/ajv-validator/ajv,0.92424320041,0.07575679959,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3,14k,886,112,207,4.5,4.8,4.2,4.0
2040,https://github.com/babel/babel,https://github.com/axios/axios,0.91142248983,0.08857751017,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2041,https://github.com/babel/babel,https://github.com/alexeyraspopov/picocolors,0.99981092830,0.00018907170,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3,1.4k,45,10,13,4.5,4.0,3.5,4.0
2042,https://github.com/mozilla/source-map,https://github.com/chzyer/readline,0.94552340260,0.05447659740,3.6k,361,70,85,4.5,4.0,3.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2045,https://github.com/mozilla/source-map,https://github.com/motdotla/dotenv,0.75809588640,0.24190411360,3.6k,361,70,85,4.5,4.0,3.5,4.0,19.4k,861,109,87,4.5,4.0,4.0,4.5
2046,https://github.com/mozilla/source-map,https://github.com/gulpjs/gulp,0.09606542962,0.90393457038,3.6k,361,70,85,4.5,4.0,3.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2047,https://github.com/mozilla/source-map,https://github.com/emotion-js/emotion,0.27002194365,0.72997805635,3.6k,361,70,85,4.5,4.0,3.5,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2048,https://github.com/mozilla/source-map,https://github.com/level/levelup,0.77019583845,0.22980416155,3.6k,361,70,85,4.5,4.0,3.5,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
2049,https://github.com/mozilla/source-map,https://github.com/browserslist/browserslist,0.52323960030,0.47676039970,3.6k,361,70,85,4.5,4.0,3.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2050,https://github.com/mozilla/source-map,https://github.com/jedisct1/go-minisign,0.26284378894,0.73715621106,3.6k,361,70,85,4.5,4.0,3.5,4.0,113,12,5,3,3.5,3.0,2.5,3.0
2052,https://github.com/mozilla/source-map,https://github.com/dcodeio/long.js,0.02999612638,0.97000387362,3.6k,361,70,85,4.5,4.0,3.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2053,https://github.com/mozilla/source-map,https://github.com/floating-ui/floating-ui,0.51273377510,0.48726622490,3.6k,361,70,85,4.5,4.0,3.5,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2054,https://github.com/mozilla/source-map,https://github.com/go-task/slim-sprig,0.59375000000,0.40625000000,3.6k,361,70,85,4.5,4.0,3.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2055,https://github.com/mozilla/source-map,https://github.com/facebook/react,0.50233644860,0.49766355140,3.6k,361,70,85,4.5,4.0,3.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2056,https://github.com/mozilla/source-map,https://github.com/mochajs/mocha,0.04198501162,0.95801498838,3.6k,361,70,85,4.5,4.0,3.5,4.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
2057,https://github.com/mozilla/source-map,https://github.com/electron/electron,0.03967473245,0.96032526755,3.6k,361,70,85,4.5,4.0,3.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2058,https://github.com/mozilla/source-map,https://github.com/ajv-validator/ajv,0.44399036121,0.55600963879,3.6k,361,70,85,4.5,4.0,3.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2059,https://github.com/mozilla/source-map,https://github.com/eslint/eslint,0.00926109270,0.99073890730,3.6k,361,70,85,4.5,4.0,3.5,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2060,https://github.com/mozilla/source-map,https://github.com/immerjs/immer,0.64393307030,0.35606692970,3.6k,361,70,85,4.5,4.0,3.5,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
2061,https://github.com/mozilla/source-map,https://github.com/heim-rs/darwin-libproc,0.97204116635,0.02795883365,3.6k,361,70,85,4.5,4.0,3.5,4.0,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
2062,https://github.com/mozilla/source-map,https://github.com/babel/babel,0.00411463337,0.99588536663,3.6k,361,70,85,4.5,4.0,3.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2063,https://github.com/floating-ui/floating-ui,https://github.com/chzyer/readline,0.97319460841,0.02680539159,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2064,https://github.com/floating-ui/floating-ui,https://github.com/cssnano/cssnano,0.89343534074,0.10656465926,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
2065,https://github.com/floating-ui/floating-ui,https://github.com/emotion-js/emotion,0.38145103979,0.61854896021,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2066,https://github.com/floating-ui/floating-ui,https://github.com/browserslist/browserslist,0.62359209526,0.37640790474,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2069,https://github.com/floating-ui/floating-ui,https://github.com/facebook/react,0.78563837305,0.21436162695,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2070,https://github.com/floating-ui/floating-ui,https://github.com/electron/electron,0.49450043390,0.50549956610,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2071,https://github.com/floating-ui/floating-ui,https://github.com/ajv-validator/ajv,0.39561879339,0.60438120661,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2073,https://github.com/floating-ui/floating-ui,https://github.com/babel/babel,0.05556932931,0.94443067069,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2075,https://github.com/floating-ui/floating-ui,https://github.com/fb55/entities,0.23642322100,0.76357677900,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,331,64,5,23,4.5,4.0,3.5,4.0
2076,https://github.com/floating-ui/floating-ui,https://github.com/epoberezkin/fast-deep-equal,0.48011611578,0.51988388422,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2077,https://github.com/floating-ui/floating-ui,https://github.com/axios/axios,0.56299635104,0.43700364896,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2078,https://github.com/floating-ui/floating-ui,https://github.com/colorjs/color-name,0.76047904190,0.23952095810,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,119,30,3,8,3.5,2.5,2.0,3.0
2080,https://github.com/floating-ui/floating-ui,https://github.com/coinbase/coinbase-wallet-sdk,0.00474405335,0.99525594665,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,1.5k,601,171,52,4.5,4.0,3.5,4.0
2082,https://github.com/floating-ui/floating-ui,https://github.com/ethers-io/ethers.js,0.92852636797,0.07147363203,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2083,https://github.com/floating-ui/floating-ui,https://github.com/biomejs/biome,0.45926564052,0.54073435948,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0,16.5k,512,52,478,4.5,4.8,4.2,4.0
2086,https://github.com/browserslist/browserslist,https://github.com/ajv-validator/ajv,0.28352870562,0.71647129438,13.1k,721,140,179,4.5,4.0,4.0,3.5,14k,886,112,207,4.5,4.8,4.2,4.0
2087,https://github.com/browserslist/browserslist,https://github.com/babel/babel,0.02632654031,0.97367345969,13.1k,721,140,179,4.5,4.0,4.0,3.5,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2088,https://github.com/browserslist/browserslist,https://github.com/axios/axios,0.41657172404,0.58342827596,13.1k,721,140,179,4.5,4.0,4.0,3.5,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2089,https://github.com/browserslist/browserslist,https://github.com/brooooooklyn/snappy,0.68902204985,0.31097795015,13.1k,721,140,179,4.5,4.0,4.0,3.5,168,10,4,6,4.0,4.5,3.5,3.0
2090,https://github.com/browserslist/browserslist,https://github.com/boa-dev/boa,0.67927487707,0.32072512293,13.1k,721,140,179,4.5,4.0,4.0,3.5,5.4k,411,47,177,4.5,4.8,4.2,4.0
2092,https://github.com/browserslist/browserslist,https://github.com/alexeyraspopov/picocolors,0.99740124740,0.00259875260,13.1k,721,140,179,4.5,4.0,4.0,3.5,1.4k,45,10,13,4.5,4.0,3.5,4.0
2093,https://github.com/node-fetch/node-fetch,https://github.com/eslint/eslint,0.00577583600,0.99422416400,8.8k,1k,89,119,4.5,4.0,4.0,4.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
2094,https://github.com/node-fetch/node-fetch,https://github.com/cssnano/cssnano,0.72615095256,0.27384904744,8.8k,1k,89,119,4.5,4.0,4.0,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
2095,https://github.com/node-fetch/node-fetch,https://github.com/electron/electron,0.16409811059,0.83590188941,8.8k,1k,89,119,4.5,4.0,4.0,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2097,https://github.com/node-fetch/node-fetch,https://github.com/emotion-js/emotion,0.08760246683,0.91239753317,8.8k,1k,89,119,4.5,4.0,4.0,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
2098,https://github.com/node-fetch/node-fetch,https://github.com/jedisct1/go-minisign,0.28116654228,0.71883345772,8.8k,1k,89,119,4.5,4.0,4.0,4.0,113,12,5,3,3.5,3.0,2.5,3.0
2100,https://github.com/node-fetch/node-fetch,https://github.com/gregberge/svgr,0.28379421373,0.71620578627,8.8k,1k,89,119,4.5,4.0,4.0,4.0,10.6k,425,35,132,4.5,4.8,4.2,4.0
2101,https://github.com/node-fetch/node-fetch,https://github.com/gulpjs/gulp,0.07307577701,0.92692422299,8.8k,1k,89,119,4.5,4.0,4.0,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
2102,https://github.com/node-fetch/node-fetch,https://github.com/mattn/go-isatty,0.51028507284,0.48971492716,8.8k,1k,89,119,4.5,4.0,4.0,4.0,845,108,12,29,4.0,3.5,3.0,3.5
2103,https://github.com/node-fetch/node-fetch,https://github.com/floating-ui/floating-ui,0.12266949934,0.87733050066,8.8k,1k,89,119,4.5,4.0,4.0,4.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
2104,https://github.com/node-fetch/node-fetch,https://github.com/babel/babel,0.00713944435,0.99286055565,8.8k,1k,89,119,4.5,4.0,4.0,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
